1637133109.2935667	2673	78862	39026
1637133113.3001027	2928	64449	32066
1637133133.6749256	2078	74931	42359
1637133165.6912148	3189	80203	40854
1637133175.3328192	1482	69070	33915
1637133176.230235	1129	23895	22449
1637133193.1872628	1936	90725	43464
1637133212.266913	2413	90534	46166
1637133249.732082	1052	18603	17014
1637133261.1908455	1831	77350	45235
1637133298.8354068	2162	67555	33174
1637133338.5227182	950	19469	16694
1637133339.2483532	2181	69692	35276
1637133342.598749	1712	71031	39256
1637133350.7784193	2075	77939	39250
1637133400.2347102	2396	79607	38503
1637133414.4626915	2799	83261	41106
1637133431.4584794	2173	71008	36700
1637133466.2545564	2227	78051	38363
1637133467.6041694	3049	82470	41261
1637133474.0321639	2899	52311	42786
1637133484.064024	1713	70049	33907
1637133498.71212	1060	25149	22183
1637133502.8116663	1321	22640	19731
1637133553.7663918	2552	80495	38641
1637133601.5705056	1280	29621	25608
1637133606.387853	1763	40365	30863
1637133624.8983397	3192	85594	43742
1637133669.4142578	1168	25758	22255
1637133672.002197	1755	65702	33636
1637133681.9462671	1944	68290	33620
1637133691.9942133	2522	79005	40931
1637133694.2960196	2835	77488	39323
1637133739.3481457	3122	80545	40385
1637133746.5998178	1634	36027	30035
1637133757.9715986	1560	74867	41669
1637133824.4626098	3265	90524	46714
1637133839.963881	2255	68854	34487
1637133853.1703646	2234	54967	29521
1637133858.8695564	962	31081	24716
1637133865.274237	3142	84713	44392
1637133882.487679	1937	71155	35562
1637133898.7435641	982	19971	17537
1637133906.8030493	2101	60247	31258
1637133907.402962	3522	75587	38440
1637133991.6226513	1300	33396	29559
1637133991.9274745	1974	67862	38315
1637134021.3421378	2983	67721	32929
1637134054.335424	2389	80462	37400
1637134080.3990607	2197	69186	34556
1637134111.669633	3073	81820	43154
1637134134.00185	2597	67664	33311
1637134139.9794507	2394	76133	37091
1637134168.5533266	3538	81860	41999
1637134170.0067668	1647	83805	42034
1637134170.3400488	2960	95515	45096
1637134188.9873123	1494	82899	41852
1637134225.0162482	2016	68217	33493
1637134239.9017122	1748	71446	37310
1637134265.8171005	1606	70270	31934
1637134302.4471486	1902	83653	42769
1637134309.568854	2242	61606	30839
1637134343.2668898	2048	97271	49321
1637134362.800947	2273	67095	32018
1637134374.2116005	982	21393	18482
1637134392.529137	1601	65750	32815
1637134396.698943	3823	79515	38369
1637134401.2925737	1659	32763	27686
1637134444.582243	1451	36661	28891
1637134461.9165187	2184	57976	31873
1637134470.3690557	2995	66846	34049
1637134505.9727666	2684	63036	31787
1637134525.0576315	2031	66681	34937
1637134573.836864	2568	81892	41046
1637134597.1463177	2424	82307	39648
1637134603.3487952	1750	69909	38397
1637134636.7248595	2164	69066	33071
1637134647.588549	2263	64462	33390
1637134651.2462633	1051	28490	24668
1637134652.7806482	1944	70494	37277
1637134677.496926	1409	62320	33589
1637134706.0599372	3156	81552	42060
1637134719.980334	2431	78924	37876
1637134733.7010334	2976	82407	44758
1637134803.3610373	1344	37529	31628
1637134846.1530123	869	24508	23615
1637134861.217339	1732	71261	36695
1637134867.3179157	2360	85455	44376
1637134868.6681132	2206	73289	35439
1637134905.6474469	979	21219	17303
1637134911.9339077	1938	76692	40275
1637134915.0243933	3206	82948	40525
1637134936.6807992	2473	84098	42296
1637134939.0067413	2388	80190	41893
1637134963.7362053	2352	79972	39145
1637135043.8567753	1049	23030	20360
1637135058.6683545	2740	84888	42888
1637135079.1336036	2399	61143	32036
1637135122.6003313	2041	77894	38450
1637135138.7817895	2315	74447	41214
1637135151.3815129	1705	61870	32861
1637135171.820186	2092	70567	34128
1637135197.7735424	2736	80121	40450
1637135197.9238882	2693	87469	45294
1637135205.6317453	2431	63715	33141
1637135237.0366156	1701	71692	38337
1637135241.184649	3671	85693	43374
1637135253.9477453	1759	65658	32681
1637135306.11641	2132	78791	41951
1637135371.7965477	2834	82222	42244
1637135374.495354	2884	80627	40579
1637135377.6193085	1015	22597	20302
1637135388.9499593	1397	51605	24723
1637135406.828882	1410	28723	25779
1637135435.9953878	1637	37835	28349
1637135446.1916184	2125	64354	34072
1637135465.417423	1523	59134	29555
1637135476.5445242	1322	39169	29955
1637135482.57095	2541	83129	40618
1637135493.3426793	1852	67890	39337
1637135554.1402333	3107	85430	44396
1637135590.0231717	2674	88181	42309
1637135612.756277	2060	70598	36360
1637135670.6636014	1677	31000	28635
1637135681.13039	1577	68901	35266
1637135705.5807066	1177	37584	29688
1637135716.9212947	1084	19530	17281
1637135745.9382288	2984	92696	47080
1637135750.943574	2184	79032	39258
1637135763.010762	2062	62672	35935
1637135771.5219738	2254	73756	37688
1637135789.2219038	1640	71185	37862
1637135796.3905296	2813	90577	43915
1637135813.1766043	1081	24881	22726
1637135861.6738846	2172	77234	38305
1637135911.8069139	3484	83783	41408
1637135973.5735266	2377	84983	43853
1637136000.014828	2921	84292	42133
1637136002.4213452	1356	34418	29069
1637136013.6548762	1250	31799	27201
1637136032.7620924	1719	35094	29446
1637136056.8027098	2599	86760	42926
1637136080.9331439	2772	101715	50299
1637136093.0691278	2377	97407	50218
1637136103.3650863	2181	76527	38289
1637136112.0488956	3598	86529	44274
1637136135.2682757	2330	92294	45322
1637136181.5702348	1899	75702	41203
1637136223.2693028	2660	83160	41554
1637136236.754024	1782	60932	31384
1637136287.7060864	1850	77428	43361
1637136302.2422004	1044	22785	21858
1637136311.2424798	3311	76377	40670
1637136336.725481	2507	75134	38469
1637136342.3450782	1742	65920	34777
1637136343.4655588	1778	65539	30855
1637136360.932766	1774	33345	29353
1637136369.0817	1811	78997	39452
1637136387.3582246	2577	72289	35309
1637136403.7566378	2139	77790	37058
1637136423.590606	1572	57913	29406
1637136481.9530444	3621	81315	41598
1637136530.601085	1827	74255	36465
1637136537.7826376	1134	18099	16784
1637136550.1856976	1802	60593	30328
1637136551.582366	2038	73684	37697
1637136594.100677	2185	70429	35812
1637136594.5503137	1962	74736	37445
1637136597.4570117	2782	82086	41509
1637136631.905224	2233	77474	37784
1637136668.3569767	1835	82289	40810
1637136679.5969818	1253	19852	16872
1637136720.6570406	1867	63406	31548
1637136725.1704876	2165	76032	40493
1637136761.0976446	2239	90788	42492
1637136761.2664049	1415	39605	29526
1637136789.5769372	3283	83063	42596
1637136816.8208957	2096	64954	32407
1637136824.2228203	2563	94276	45945
1637136837.9304874	1574	65666	32557
1637136893.1971645	2857	98494	49852
1637136911.2331777	1046	27206	22902
1637136914.5989091	1811	79660	39576
1637136930.1546772	1385	65887	33443
1637136935.7821174	2196	93463	47703
1637136937.5495389	1917	77016	40838
1637136947.8209662	1258	20993	17906
1637136981.8544242	1438	57028	29672
1637137027.362241	2007	63698	30793
1637137076.9062133	1053	69404	33335
1637137079.7966356	1730	30617	26106
1637137147.5384002	2705	101441	49092
1637137170.8037987	2037	66194	34013
1637137177.480472	1572	70438	33328
1637137179.1690059	2405	66623	33033
1637137180.4824789	2843	93579	46103
1637137180.743871	2286	96305	49059
1637137183.3308978	1597	67614	35404
1637137185.9424791	1950	79422	38271
1637137243.1606288	2275	81017	38364
1637137296.8099914	720	8232	9119
1637137301.8981442	2487	76070	38741
1637137339.3819418	1395	22461	19881
1637137357.1419992	1796	65927	34796
1637137380.9021757	3178	90143	44748
1637137408.382803	3689	93491	49427
1637137415.3693821	1946	65198	33832
1637137423.2068176	1790	64682	31819
1637137451.6465065	3073	83154	40383
1637137461.582564	1222	78533	37582
1637137468.554257	2725	87779	45113
1637137502.9239962	2920	94169	48007
1637137508.4712389	1578	32543	26274
1637137514.2149572	1907	65056	33222
1637137523.4062903	1545	60235	31212
1637137544.1434357	2295	66162	32064
1637137569.8798072	880	26360	23264
1637137634.9984403	2066	76893	37999
1637137648.257492	2748	67202	33812
1637137653.7519534	1615	73134	37296
1637137687.7427015	3578	81955	39884
1637137712.1386116	1405	63893	32113
1637137713.0997245	1768	64130	31006
1637137722.210108	2722	80891	40465
1637137731.5356355	1119	27880	23862
1637137751.7001147	2612	86815	44079
1637137777.726974	1288	30307	27420
1637137798.780912	2068	78000	35890
1637137798.968602	3049	87754	43640
1637137845.5786164	2499	76343	38171
1637137857.8983245	2450	63161	29541
1637137882.5729024	1569	64526	31860
1637137904.3551815	2453	83094	41140
1637137931.9900248	1703	58104	28805
1637137966.9008067	1205	25203	22492
1637138015.7719007	1304	33671	26363
1637138016.9889255	2917	85240	42126
1637138022.928962	967	64482	32034
1637138033.1225872	3118	83790	42828
1637138034.9525495	1908	62375	30198
1637138037.6112096	3194	93806	45797
1637138082.13699	2846	78852	40215
1637138084.9567535	3063	94139	44885
1637138106.9645367	1969	66493	32806
1637138129.8315735	2703	83750	44447
1637138173.8092766	1742	32537	27199
1637138214.7957144	3320	85433	40919
1637138246.2170742	1036	26291	22574
1637138250.449153	1732	61120	31741
1637138257.9991238	946	21902	19636
1637138258.8775272	2316	82929	40272
1637138277.8632622	2882	83653	42002
1637138285.9058836	1894	78475	39512
1637138300.3016586	2209	96620	48450
1637138323.9160125	2084	73661	36940
1637138338.1913302	3327	78491	38245
1637138352.2574615	1842	81660	41193
1637138380.7291179	1847	65099	34326
1637138429.8328786	2537	72469	35851
1637138459.517088	1735	65696	34991
1637138463.1756117	2057	69563	33979
1637138487.4276633	2621	76445	39195
1637138532.4606538	2012	65825	32428
1637138533.4074662	1998	19690	18970
1637138545.2852042	3140	84223	39455
1637138550.6834686	1885	60888	29799
1637138554.6842587	2418	91142	44169
1637138564.1207938	3040	57741	29406
1637138568.2629032	1807	41020	31786
1637138618.351373	1461	74221	40857
1637138647.7437313	2817	79747	41761
1637138734.1156611	1524	60097	30560
1637138767.1680067	961	22495	19489
1637138784.056929	2879	94524	45977
1637138787.3146272	2408	80054	38812
1637138787.777012	3239	75196	40343
1637138792.5913198	2859	92757	46504
1637138798.4173913	1156	25116	22109
1637138802.8593013	2278	79620	37697
1637138824.6650174	1584	55940	29179
1637138826.1955845	3398	84564	40993
1637138844.5952878	2115	72400	39904
1637138887.9524982	2067	81151	45437
1637138889.8993833	835	7636	8273
1637138978.4300215	1849	56917	28696
1637138981.8274288	1120	23717	21993
1637138983.4612575	2393	75136	41943
1637138995.5970335	2130	78525	37937
1637139004.1129558	1079	22652	20325
1637139045.9671454	2266	77012	37916
1637139064.9680068	2520	75902	39274
1637139071.5439405	2974	75202	35388
1637139091.5073123	1173	39014	30086
1637139106.4431958	2773	87175	42456
1637139136.4831564	1742	69008	38190
1637139204.9324384	2048	89171	45580
1637139211.8025267	971	25725	22102
1637139215.3633807	3282	66354	32163
1637139243.7688954	2575	80297	39610
1637139269.8990607	3430	82617	38545
1637139275.9790604	3210	83224	40513
1637139285.7007596	3209	78031	39823
1637139317.471404	3021	93967	44689
1637139319.0205922	4150	89087	44829
1637139349.763996	1876	80195	46098
1637139361.8292587	2093	80958	42006
1637139387.3268807	1967	64667	33074
1637139407.4716141	1066	24197	23027
1637139425.8212867	1229	62148	29623
1637139429.1156576	1591	73297	34354
1637139459.6521692	2027	74426	39741
1637139503.8018007	2475	68603	35270
1637139512.1205363	2111	78041	41997
1637139517.601629	2986	91605	45655
1637139529.468078	1424	19367	18016
1637139544.7336497	2519	89038	43920
1637139552.4602132	3012	92426	43806
1637139588.790028	1343	37589	28010
1637139612.3821206	3051	77043	38318
1637139617.0882049	1971	62929	31252
1637139626.5174584	2620	92682	44135
1637139652.9882133	2589	81126	41367
1637139697.4622257	1364	36177	27418
1637139734.5467618	2255	52460	25824
1637139745.5901775	2604	81297	42001
1637139749.8805382	1267	24903	22130
1637139764.9019024	728	18594	15732
1637139766.5141966	2050	77740	44515
1637139777.2020488	3270	89751	43347
1637139819.830901	2121	71057	35166
1637139843.0905802	2359	80071	40210
1637139868.3977757	1016	24335	20833
1637139924.0821173	3532	101545	49965
1637139931.648197	1781	64432	31797
1637139936.0648184	3617	95224	47491
1637139958.542462	2897	78611	40945
1637139998.850357	1568	63761	28702
1637140019.210709	2365	68183	34792
1637140041.8530524	2341	63925	32623
1637140065.0693939	2863	92231	44438
1637140066.6587977	2904	79340	40304
1637140068.238595	1791	72782	38485
1637140113.7762089	2866	83425	41814
1637140128.2945838	3665	93707	48085
1637140136.029243	1754	55408	29236
1637140161.6690314	1304	63684	31885
1637140182.9253056	1457	64952	33513
1637140189.926621	2284	63808	31306
1637140210.9740295	2164	73789	41476
1637140279.9372814	8461	65310	35533
1637140292.1940477	1458	75393	36605
1637140306.7146342	2323	83294	41728
1637140317.233284	3651	87202	44779
1637140350.1053278	1151	63990	31128
1637140354.9906993	3254	94244	44356
1637140379.4332235	1895	65323	32125
1637140382.833063	2527	89098	44423
1637140421.4939008	3487	95769	47345
1637140456.1484315	1698	55580	26655
1637140459.905419	2150	79156	46049
1637140490.224992	2222	63674	30426
1637140522.6826046	2418	75519	39165
1637140543.1295915	2764	77295	38822
1637140547.802722	3487	92237	46018
1637140578.8338475	11	338	268
1637140582.9782693	2961	84693	42540
1637140610.2654004	2114	65539	31630
1637140617.6822686	3284	84141	43398
1637140625.9233184	1981	84357	41377
1637140664.7477522	1787	75431	39120
1637140675.1148915	2697	77860	40723
1637140675.8904061	1595	71855	38673
1637140687.1508534	2615	84597	42049
1637140727.7823787	1618	66643	35529
1637140768.0030715	3946	77552	39111
1637140785.5513039	3463	96452	45481
1637140803.6591551	2076	73944	36534
1637140814.3865862	1732	77950	44938
1637140856.6189706	1568	73739	38309
1637140857.8909	2154	67915	30099
1637140866.4391496	2153	64070	31643
1637140900.3906412	3648	98032	47749
1637140933.5497923	3157	77438	38489
1637140935.453092	1962	67425	32669
1637140938.7886639	1526	81092	38292
1637140955.073417	3639	81801	41757
1637140959.241407	1862	61179	30005
1637141004.7733138	3109	96259	45256
1637141023.149454	1915	80262	39903
1637141095.5098002	2210	71203	38056
1637141140.3792782	3590	70072	32955
1637141141.0134404	2215	80985	37886
1637141149.993168	3653	84655	43055
1637141152.1431475	2865	82006	41540
1637141160.551982	719	18315	15692
1637141171.1954734	1514	73555	38925
1637141177.6668754	1494	34963	27738
1637141190.6036556	2273	73863	41126
1637141202.8132768	2278	70790	36584
1637141228.317642	1374	36428	28091
1637141341.7221553	3069	63621	30987
1637141347.9617264	3289	79064	41311
1637141352.5629	2617	81375	39490
1637141416.9190054	1644	72511	37507
1637141417.9095945	2195	69585	33217
1637141430.3780499	1068	23916	20337
1637141448.241642	2862	79636	39162
1637141450.6975703	3301	81655	41897
1637141478.8708165	2271	79022	39008
1637141481.7311394	1883	77411	46096
1637141484.569089	2444	84452	43062
1637141518.4548357	3047	91182	44497
1637141565.8053613	1212	26321	22078
1637141595.5084505	3119	94504	44928
1637141598.6069744	1277	38200	29838
1637141651.9710882	1808	67754	31426
1637141659.2468607	1325	66910	32165
1637141666.5655222	1089	29692	25493
1637141681.8301253	3253	81571	42119
1637141685.4572315	1511	38436	30435
1637141703.2671285	1703	68100	31839
1637141711.2389953	2681	69737	34980
1637141756.5310702	1445	61658	30695
1637141785.9363256	1688	71598	34395
1637141793.932946	1548	65877	33025
1637141824.9029284	1889	76442	42045
1637141873.228235	1436	26277	22041
1637141885.6016212	1934	78762	40340
1637141948.5930314	1814	72689	36004
1637141960.9147875	2026	30864	29468
1637141961.1410422	1795	62878	30580
1637141968.3385675	1465	64030	31701
1637141970.5130267	2700	74965	36861
1637142003.6146863	3126	81233	39534
1637142008.0129955	2082	73113	34969
1637142020.125551	4493	82451	42778
1637142057.9144497	3187	93562	47525
1637142109.3213975	1578	65647	32086
1637142125.5701265	1464	65160	32681
1637142188.2570372	2478	71451	33774
1637142195.7463427	1739	60255	30837
1637142201.7413535	3108	84344	41272
1637142209.5835886	838	20468	17225
1637142210.2206178	2959	76029	38678
1637142225.5464	2263	90585	42823
1637142228.5222056	3607	95711	45696
1637142267.3742433	2460	65008	32415
1637142283.6527712	1728	63744	31880
1637142309.5889533	1718	71168	35296
1637142312.3201218	2667	76637	38427
1637142313.6285224	2080	75817	41229
1637142371.2084033	1679	57568	27906
1637142448.1435177	1490	65583	35157
1637142454.16887	2158	88303	45543
1637142472.6294475	3052	83969	40544
1637142506.7170992	2306	72502	34328
1637142521.34479	1706	79907	41128
1637142522.8358095	2038	77325	42356
1637142528.4529006	2911	86575	43550
1637142533.3813586	1336	76509	41218
1637142553.053261	3328	96423	46035
1637142571.728655	1870	31494	25751
1637142593.6401472	2645	80587	39371
1637142686.0876148	1112	18866	16726
1637142686.661854	1281	20271	17198
1637142689.492658	2471	63889	30712
1637142693.7821553	1930	76761	38680
1637142727.6656914	1101	24476	21762
1637142737.426449	1786	66129	32830
1637142737.6684113	1984	79698	44902
1637142745.8816605	1383	26602	23289
1637142747.1044517	1821	72293	38617
1637142775.1331205	2720	83216	40025
1637142795.9973924	1719	79424	47231
1637142841.0321927	2254	72450	37417
1637142882.412517	1891	69396	33102
1637142911.924367	1574	31888	28977
1637142935.1365325	1588	68546	37702
1637142992.289773	1973	58332	28638
1637142992.889799	2921	67448	34738
1637143004.5897224	3227	92028	45551
1637143017.5924468	1448	69779	35307
1637143042.3845694	1789	79628	40381
1637143043.2819884	3079	82859	39826
1637143072.5935068	2803	78282	40937
1637143074.2367175	2571	71891	36827
1637143094.1444561	2460	98038	51636
1637143111.0123532	1771	75571	36591
1637143154.348444	503	8395	7803
1637143172.677305	921	78851	45836
1637143174.4658954	1609	75572	38156
1637143209.596521	2898	76903	39377
1637143236.9939818	1762	78276	39962
1637143239.1861293	2864	78061	36829
1637143242.4845064	1292	58067	30647
1637143273.7700238	1949	76954	36585
1637143290.734235	2022	79363	45117
1637143329.684887	2572	81911	39818
1637143355.332466	2900	84325	41616
1637143368.12404	2559	84261	40917
1637143370.5765424	1736	80032	38393
1637143407.0141778	1460	31041	26081
1637143424.9801106	1726	70295	34642
1637143449.6495106	1586	35085	27429
1637143458.8326142	3303	89593	44507
1637143476.0958006	1952	64313	31532
1637143548.5319948	1654	74232	37696
1637143572.3897483	2849	82170	39456
1637143587.2454593	2720	86850	42966
1637143603.831971	2330	90506	47087
1637143629.533722	1626	57619	30634
1637143643.5239108	2565	68970	33657
1637143688.8012495	2158	83293	45775
1637143691.2692149	843	22266	20323
1637143711.6645572	2529	91746	45661
1637143715.1091282	3102	85160	41018
1637143725.3911042	2107	81211	40564
1637143727.8723547	2787	81239	38748
1637143762.8569143	1001	22129	18836
1637143784.9289153	3307	87208	42833
1637143790.473023	1639	31676	26772
1637143826.0968924	2080	70630	35510
1637143867.2431407	2281	72584	36602
1637143890.4232402	1337	24549	21652
1637143912.9186616	2299	75156	35973
1637143927.2052085	2073	72376	35577
1637143932.674389	2016	70974	35036
1637143942.2045553	2395	68059	32661
1637143976.224558	1836	70235	33020
1637143980.8991773	1975	70001	33484
1637143997.7176392	2318	59575	31012
1637144028.3283625	2470	78351	39306
1637144033.76472	2255	58461	29962
1637144046.0322711	2059	85899	44806
1637144071.5786214	1019	20551	17373
1637144078.99489	1029	23951	22304
1637144096.6960888	2518	76325	37853
1637144123.1906614	1766	66413	32244
1637144155.8981056	1521	40991	30423
1637144167.8481083	1406	38493	29434
1637144195.6520536	2289	72441	36705
1637144215.6026125	922	22255	19340
1637144265.062743	1933	87239	43969
1637144300.912368	3110	83760	44257
1637144302.2347322	2489	81070	38273
1637144324.644366	2819	71736	38600
1637144326.2264748	1888	80355	42727
1637144350.0999568	1376	68517	37579
1637144350.1106787	2268	75299	37872
1637144391.550325	1827	77769	39987
1637144435.5462918	1497	40591	30382
1637144477.501757	2910	79736	38938
1637144497.3637915	1973	67909	33515
1637144514.9745028	1263	27605	22646
1637144528.9980485	884	62540	33328
1637144540.9158347	2018	66622	33852
1637144550.7424068	1606	66539	33656
1637144553.9383626	1712	36231	27994
1637144599.414275	1084	19800	18679
1637144626.6583445	1563	62565	30539
1637144634.499784	2943	104594	49632
1637144655.7758553	1960	73762	36895
1637144659.206326	3125	77579	39403
1637144679.692975	1124	30914	25395
1637144722.7163932	897	24372	21201
1637144724.6236923	1422	33081	26720
1637144753.7551408	1148	41320	31297
1637144770.2318325	2069	70675	34523
1637144777.3599226	1289	84972	43089
1637144781.1649864	2528	80560	37978
1637144838.9741786	2179	72668	34067
1637144867.0825155	535	17380	15596
1637144872.5544236	1195	21177	18398
1637144879.4399452	2644	85941	42536
1637144900.2027967	1681	30691	25901
1637144922.5178757	2621	87572	43608
1637144927.2397811	2723	92767	46938
1637144969.2399037	1782	59166	31116
1637144983.6200774	3143	84149	44357
1637145007.618357	703	17881	15736
1637145048.915972	1195	78890	36819
1637145049.5279436	3320	85354	43232
1637145064.0880606	2447	73459	37182
1637145086.727416	1015	63650	30784
1637145095.1706643	2419	86098	43108
1637145121.074351	1922	81550	37821
1637145122.0366457	3419	93117	44114
1637145139.1281207	2517	60645	30328
1637145149.6838398	2536	76346	39391
1637145175.4319196	1322	63471	31879
1637145190.2501407	2789	80127	40134
1637145250.5322645	1431	59656	30112
1637145262.3923917	1885	75231	36933
1637145268.7985547	1566	63557	29505
1637145284.821123	3145	79714	41847
1637145333.085997	3630	91562	45882
1637145336.7405705	1533	30662	27286
1637145343.846801	2584	82353	39663
1637145357.1283646	1149	86530	42225
1637145357.7864864	1740	65651	32460
1637145361.4069061	2214	62269	30427
1637145396.6911445	3252	86743	43442
1637145440.9261663	1786	56252	28341
1637145444.3967628	1941	76267	39076
1637145447.846892	2027	62823	32244
1637145467.8529208	2378	56266	29245
1637145482.9182065	1349	38052	30294
1637145545.4605858	1604	63056	31240
1637145547.372382	1812	65889	30289
1637145579.0286558	1725	38853	32197
1637145584.2791567	2314	68592	34290
1637145587.915183	2610	86934	41185
1637145605.731444	2687	77618	39242
1637145642.6033561	1599	60988	29832
1637145653.1134086	3342	97599	45062
1637145678.0665843	1488	40497	30199
1637145686.9487333	2472	77447	38517
1637145687.4366224	1891	76873	38454
1637145722.7639563	2892	84214	40939
1637145782.8873732	1089	24434	22361
1637145823.3369653	2515	80220	40263
1637145830.323336	1229	18439	16918
1637145839.612035	2353	63788	32298
1637145840.0234756	2409	78560	40699
1637145848.9408312	3102	80327	39542
1637145879.2869546	2694	94283	45945
1637145881.0096133	3715	80968	42546
1637145901.1331947	2335	77472	38703
1637145922.2928004	2174	79427	38234
1637145968.225857	2666	80198	40509
1637146003.3068645	1145	20903	17934
1637146011.1634927	358	7666	8328
1637146062.2966855	2756	78760	40528
1637146070.7813368	1821	63884	33379
1637146109.305328	1302	41583	31451
1637146111.2172227	2418	89590	42632
1637146132.7424037	1093	29918	25380
1637146147.7083676	3454	98178	49459
1637146166.0078459	1983	80292	46100
1637146188.0215034	3009	68602	34129
1637146193.3680916	2773	80609	41357
1637146197.59921	2658	68010	33805
1637146206.447044	575	9105	8929
1637146207.8952832	1524	30800	26094
1637146239.9203997	1563	63976	30311
1637146274.8375065	1164	19330	16897
1637146297.139399	1602	34427	30328
1637146300.969772	1448	63252	31866
1637146355.8079605	1350	41720	30683
1637146422.8113544	1733	67299	32861
1637146423.600373	1597	63348	28010
1637146440.1119075	1084	20558	17487
1637146454.0371234	2915	80674	39140
1637146467.6560664	2847	99313	48699
1637146501.2736063	1657	56065	28701
1637146513.4161448	1439	63783	31717
1637146520.9217567	1503	65080	32739
1637146531.6407206	1770	38059	30956
1637146532.028916	2409	82229	38667
1637146613.868497	2120	94621	47401
1637146629.0660255	2118	67681	33834
1637146630.6299503	1249	28301	23460
1637146637.2860935	2020	61555	30650
1637146661.6689541	1721	76524	39823
1637146667.088835	3650	84085	39260
1637146705.9500694	2005	75966	36999
1637146720.1499884	1827	75531	37731
1637146727.0008743	1933	60595	33927
1637146756.683645	1980	71956	38861
1637146760.4843886	2054	86505	44717
